,Dust attenuation value,Age (Gyr),Log10(Mass/Mass_Sun),Tau (Gyr)
59,0.3273740860333190,2.4053198450802300,9.744910575717550,0.2475391253055610
60,0.296168964926799,0.7721526088989840,9.230687178409920,0.7141963301613520
61,0.001,0.7560763320308970,8.533541179219420,0.259356563593018
62,0.6647426514535310,0.3835134501397350,8.216197429110170,0.05846083870301210
63,0.0894180798452512,2.1211995271915900,9.288442250017850,0.7181974913785310
64,0.001,0.50969275404311,7.146801165553130,0.7345688652961750
65,0.8450335873579440,0.9939335878541940,9.880157202161310,1.5318214183798000
66,0.001,0.8144446277633250,8.416594396846890,0.4237736717195790
67,0.3523576284586950,0.9395142623189670,8.284125101309950,0.4489806803333970
68,0.15641696346693900,0.1862898339169290,8.705259396161360,0.2545732123701310
69,0.001,0.5682550455240100,8.14788223059271,0.4633355207720400
70,0.030460384062755800,0.5925834803587940,8.263399006035530,0.0931622007886386
71,0.034320036165399000,0.8197996418345010,7.734074257935100,0.4034166113767100
72,0.04209660949652080,0.2668461636801140,8.194439569118500,0.07738843804744740
73,0.1608319310104320,0.8094988384209280,8.53954906249586,0.2384020364562110
74,0.7260629964916640,0.2938423137184640,10.025244604878900,0.10917685083892900
75,0.08122990051373310,1.1078524565375300,8.223470278328850,0.7499048704287630
76,0.2422078833057420,0.7793396444937160,8.164920776830290,0.19585369699062800
77,0.12741599393860400,1.4563912722387000,9.204922527223380,0.24135907152127300
78,0.001,0.5672686054568080,8.38632233086156,0.2379619029145670
79,0.025197619683052200,4.530510554134520,8.832494174594740,2.3271367414929100
80,0.001,1.3058536427000000,8.319468858858780,0.23138701530039500
81,0.7797243325843310,1.2955566027646800,9.847214493213470,0.7072385817582020
82,0.24410933625001500,1.36825504925616,8.348312347641010,1.6053021360575900
83,0.001,1.1802917632666300,7.913328445216390,0.4183304672282650
84,0.386054560638332,0.21161364738061900,9.658705298585730,0.11286255309916400
85,0.6257208440806260,1.3802700987909500,9.763590775137290,1.6188751421134600
86,0.8379077596624290,1.4987618581655600,10.034650144301600,0.48972564344752500
87,0.6676653940017520,0.10054695245921200,7.209604100016220,0.010877114347004100
88,0.001,0.8112859999111870,8.134021777582200,0.15332840324873400
89,0.001,0.6720300884272480,8.282909029664480,0.25371728474142900
90,0.03088996061664600,1.1041583422105800,8.309411528480440,0.4368129983755420
91,0.001,0.06777283409085530,7.596908881380700,0.011902731346843100
92,0.06297487332000100,3.9719614263570800,8.528173813582650,8.712544989230810
93,0.17967118226135500,0.5030802532652160,8.090008243627760,0.1126208721291820
94,0.3140112671564760,0.4021493046271590,8.70183355913865,0.1316639283940730
95,0.17951359358621700,1.2179263446615800,8.180022672813640,0.593199394670708
96,0.4727624286683470,0.3851865660465890,8.461245779722240,0.09614182263653160
97,0.001,1.217059077821190,8.273959085881560,0.2688011361394830
98,0.001,2.385265437163860,7.915695087883230,0.2205475825625960
99,0.17039091753439100,0.4471969171232270,7.928066162021970,0.22182236383560000
100,0.001,1.7688459904038600,8.766471764965250,0.3841520706570330
101,0.5986587344113180,0.6105271227320120,8.484320465403420,0.15200326737789800
102,0.2412927799994020,0.3594710039606970,8.369476926984990,0.11808595677169900
103,0.001,0.7204661638098700,8.830811231698640,0.6290688830577310
104,0.1327937796231550,0.5411367324567400,8.077987146527850,0.11566854316588500
105,0.001,1.5870572433225900,8.357437683898620,0.9713230101681530
106,0.001,0.12412084743227200,7.551912827806440,0.04341710893197140
107,0.10858689699718600,1.5083974873131600,8.859708753209080,0.7700331244273280
108,0.001,0.5341613552678510,7.548799952728780,0.28336059992813900
109,0.7021438295314150,0.2046897022792770,8.935321384134800,0.011941927887617600
110,0.03820363363701580,0.34411476607742500,7.677602315109000,0.09991320551586720
111,0.2886770785621910,1.073469992493030,8.953407326681240,0.297899848516341
112,0.4111432950568520,0.1925251364082390,8.330205867410240,1.1732670478321400
113,0.06791937409572330,0.2782155135083180,8.315417666837190,0.06896677916838400
114,0.09028241786215740,0.3001376824611020,7.988299440330850,0.10097857383061300
115,0.14306402191924300,1.2766873522728000,8.809524837699060,0.4816281051124610
116,0.3723557256000500,2.2150298156955500,10.36732629065720,0.36940609851265500
117,0.2554788152347880,1.6153327464005300,9.07156723113481,0.6095852461707660
118,0.059032846878887700,0.3778029814911600,7.705999173026090,0.1423883782746830
119,0.001,0.21344936249083300,7.7627644799294400,0.06120141422017860
120,0.001,0.31151580668866700,7.465684891093250,0.1125261971357890
121,0.056149491273069800,0.5695616571625280,8.364138918990450,0.12828498355871100
122,0.05260260477386390,0.34342430876070400,7.487245159669480,0.07203060193594070
123,0.14009118603619300,1.1314380705610800,9.102078090253590,0.4008102373770700
124,0.09788138193018260,1.803546770268450,8.431221898038910,1.7314826685165200
125,0.06758287239602950,1.2488461753872100,7.487765393067180,0.4828787052575440
126,0.5339680984670080,0.9904999187960230,9.401441183344120,0.5568754489503780
127,0.4799186420881610,0.11734773502055900,8.593633032756070,0.024340143139850900
128,0.0507333450679002,0.9384400278929950,8.949535831655490,0.35159020959148400
129,0.001,0.35286655872949500,8.315973320673290,0.0809172234529951
130,0.32325259888806400,0.19426464880083600,9.386693933369840,0.07812449400205520
131,0.19125915096759200,0.3209449217349220,8.347836282031190,0.10107637791677400
132,0.001,0.17479243256179400,7.561016487917850,0.02661158443106970
133,1.3204469598775400,0.11417050060674700,10.021807725218900,0.01702554832377300
134,0.1034540840642540,1.0375777284279000,7.67917408140428,0.4164901415055630
135,0.4909764439381340,1.3077251660893100,7.962534213052240,0.2856763590704930
136,0.06451139293373580,0.579169437589202,8.598146181942870,0.3751989933924790
137,0.001,2.5950778406585100,8.3366131842374,0.4189717750463360
138,0.02736078253105450,0.8997726690510480,9.0204559353949,0.4246495436968410
139,0.10941160795387600,0.5331027921277630,8.294166930368080,0.17125168338806900
140,0.016898702435922900,1.2842973832310600,8.029930532314090,0.7021609797364350
141,0.09665642185038000,0.27833566293725600,9.139478136524810,0.17986743999130500
142,0.001,2.2233961813533200,8.813660564188450,3.5913657810671900
143,0.014866007121871900,0.20027585441119400,7.268089733804010,7.5527611328227600
144,0.378967231972547,0.9479482541104090,9.156637897788970,0.2647918441462000
145,0.4982618095821980,0.5007891062481440,7.987951909171100,0.012694891948671400
146,0.8172249092744550,0.8986708365725390,9.654611727435450,0.5081667595116990
147,0.19358812628569600,0.6989643666233760,8.40844961778308,0.10074016725305900
148,0.04075973963141610,1.1854432901932400,8.130430223137360,0.4459076856549870
149,0.001,0.18806512515299200,8.34046902526759,0.061251495166029000
150,0.001,3.2098868430091800,8.048050861043160,0.9635490237180200
151,0.001,0.6444687790270460,7.696194609241350,0.3770633084963240
152,0.001,1.2207649600359300,8.876451185181230,0.253588051652718
153,0.2951562851507380,0.2939761272375470,7.815904768953660,0.14726897732503800
154,0.2352017014941780,0.6163151987947340,7.8056476390267000,0.1825033962883910
155,0.166515646708685,1.7253897271005900,7.631692203534490,9.6300707525653
156,0.14188708800175200,0.3636993359185750,7.8668062694306800,0.2879441822883040
157,0.03313879996011870,2.1127567198172900,10.291331483274600,0.2620440100099400
158,0.008594319512007890,4.55556030562034,8.182323928503480,4.735501601830540
159,0.017807493875416400,0.11092006716157700,7.266567959168620,0.014688862475612100
160,0.2477689675377390,2.8382720312243900,8.605758406362910,6.7447531658208300
161,0.005630675271550360,1.3228349770312000,7.897278152308590,0.16380184161198100
162,0.001,0.5538544163467320,8.005537811490960,0.11441243326913100
163,0.0631553520285306,0.3106317404892060,8.45544834650581,0.24473541892442600
164,0.0030850028644837300,1.0617247208960100,8.470925061221360,0.275190913434818
165,0.1227133878425530,0.5428930056935380,7.392105912766240,0.18163143968188500
166,0.6973644027355480,0.4208436764947910,9.21046319808214,0.16348518870124
167,0.09863493504243910,0.4649303812789010,8.950032581756970,0.3299147706428120
168,0.001,0.978439113491684,8.134758283951100,0.4424421636320260
169,0.15662401620872000,0.4530682789786590,8.194491997319630,0.09035475548524540
170,0.001,0.3925397924670950,7.698026426858520,0.010405919782481300
171,0.5629841245912800,0.07283315579783390,7.796275978487390,0.02609334922425460
172,1.2973923040202500,0.1462999631553620,8.827474320304030,0.013250846519840900
173,0.001,2.938038298137060,8.20430062895575,2.5124657166771600
174,0.04086061493654180,0.4030450759307800,8.649541228966560,0.1577226379750900
175,0.1375970549832140,0.32070837128316900,7.687249364062440,0.011193184413911800
176,0.01718691205847390,0.6602820824068970,8.124568744734710,0.436365699883114
177,0.3507491107453130,0.10896450969262900,7.835888289460820,0.011161206254981000
178,0.9743803176845250,0.07147087941894330,8.862746485082450,0.03298467266557730
179,0.07181872436798190,0.2778817494867520,8.348352475741480,0.13510094575995600
180,0.14871150591637000,0.6407049794691410,7.867392051522550,0.3661821855402630
181,0.08985874647317680,2.6757910568978800,9.304566721729440,1.02826781947924
182,0.001,0.5551727892937250,7.547630252478120,0.14127466170361600
183,0.001,0.5906886079977950,8.24778218081331,0.5557106386179930
184,0.060908575198734500,0.3705655541820410,7.46254807704861,0.17045661992779300
185,0.1511614124218630,1.2774773085021600,9.123950941018930,7.740840886923920
186,0.001,0.4938708543724680,8.18233774170897,2.439912011354860
187,0.001,0.1791342601902420,7.241693965845510,0.19469424121665600
188,0.6513334782492480,0.8999469428824130,8.640752247793360,0.9217447956118120
189,0.11865489844625300,0.6682201856778020,8.884196383756790,0.5755643329000720
190,0.10542360320770200,0.6290130088814440,8.019922766511450,0.5908872116881920
191,0.14539613158084700,1.7559426698322000,8.246281082373060,0.1186146135585850
192,0.19388222129394600,0.7987519826542110,8.800292569849460,0.21391291125228100
193,0.12606407556738500,0.06103108610668410,7.581893351696190,0.012422571337486500
194,0.001,0.3458105512901410,7.978859463793360,0.10853211620041300
195,0.001,0.3248752315421030,7.9009086806846,0.16469995631121800
196,0.001,0.6167619110753360,8.052899712168380,0.20480805356482600
197,0.08189894005263680,0.3692164476839500,7.807980808633980,0.15463455178705600
198,0.001,0.4125213339058220,7.164528638259980,0.02036668855054190
199,0.04819239037871560,0.10232468070573300,7.506849667273130,0.032598446109093600
200,0.13433200223341200,0.09413735038257940,8.356187040380050,0.018802129298733100
201,0.001,1.1579752893381100,8.410199841694560,0.37327440522417400
202,0.0927240353143636,1.047099179976120,7.81964331759538,0.4291065294024850
203,0.5095175389530270,0.1867332270510290,7.5007576505131100,0.04936237225004800
204,0.031421112716895600,0.11807608188822100,8.671374596662210,0.01171647385707830
205,0.04480859588250070,0.9781163101688000,8.795937161618400,0.305319757893098
206,0.02846639088364620,0.7526115435912240,8.96242908395667,0.2802627355913210
207,0.1286055267334660,0.34101020791220200,7.385734481282310,0.3444102250578350
208,0.4479159219972220,0.11481618758613600,8.675055123281370,0.021319765773774900
209,0.10343944210399700,0.64546841048118,8.525646990838500,0.23432587792881700
210,0.4608488248663710,0.29940495956629100,9.72711948230525,0.1052935729994690
211,0.25192302354691000,1.599844901332150,9.289784694145060,0.7853750431408110
212,0.035539925847654300,1.1845658999376300,7.842341702425580,0.2349095002599350
213,1.0007176112923200,0.6138789689149270,9.459203546633960,0.188871221454806
214,0.001,1.905752691706410,8.121533438010010,0.6868318133225420
215,0.4666421258932660,0.523515045485373,8.962351269426920,6.292586615313530
216,0.468257626535932,0.09118532262903570,8.960787203917670,0.01808833814451150
217,0.22334580771182500,1.699062750429540,8.190942348560410,8.047311777947330
218,0.02928049325179550,2.1049986294299500,9.28307368833269,0.4791419154370280
219,0.034732260706754300,3.2830174842030000,8.043985828433380,1.3704701074061500
220,0.6074162321982050,0.08992059521657590,9.288892641836200,0.04098497294006370
221,0.0969926811643373,0.6950915208884460,7.492263919994520,4.030730703072020
222,0.04229468530379620,0.8425066727074540,9.27260656226058,0.4736467434466730
223,0.001,0.4415882238991120,7.923869326695610,0.16734394928490100
224,0.001,1.2060247651918600,8.427957196758630,0.4160239413526550
225,0.23284328811921700,1.1897126585549100,9.545935989529110,0.9948744184618200
226,1.55584822088956,0.06808448409250040,10.035960380416800,0.010609115034281700
227,0.08152983967028960,0.5463931061261040,8.67207525229812,0.4242649865306800
228,0.002552893327618460,0.6837073042951960,7.941263784096070,0.13580019194869400
229,0.02734028516482950,4.762728229579350,7.930072523269530,2.6282630238485900
230,0.001,1.50001480747304,8.841086929380800,2.261940508907160
231,0.26691753578074800,1.097586977813230,8.147707122359680,0.33210071045202600
232,0.9470522907407340,1.1901852419169200,9.88315616905849,2.073338066574010
233,0.001,0.5143764632462060,8.223134754111050,0.1585702349543040
234,0.04833936348043790,1.58917731392516,9.049943569229750,1.5555548375560100
235,0.013048530270673800,0.5839369074901990,8.325047246226360,0.2981769454089990
236,0.001,0.12141042879411100,7.221939167111260,0.1056940127154300
237,0.1987540845041110,2.3367338153994200,9.70714756586239,0.5318719765310350
238,0.30809174061925900,1.6083763063167100,9.58864384150226,0.5626222485974770
239,0.0869835692614262,2.1510065213086300,8.032706380620060,0.2974439822768310
240,0.003632746601165490,4.342840058081840,8.356981107751280,2.004422644974820
241,0.0309349452386152,0.42247721710986000,8.241691280735280,0.1118550830094
242,0.023574147596967800,1.4258718206493800,9.159146507012000,0.1848149969003130
243,0.001,0.4844378582371640,8.224231534715530,0.05038726337674800
244,1.139739708501280,0.20600800878438100,9.64302904879732,0.08152884184146240
245,0.08529651199746160,0.39389603713916100,7.853229105441800,0.08510686628276760
246,0.001,0.6762279425129470,8.370319549435080,0.5718557059483250
247,0.1052245399498060,0.5972202137229020,7.993286423010460,0.3180326648019030
248,0.13651821035329200,1.872531309338080,8.36664625079792,1.3939102203443000
249,0.13592889063810100,0.3313888227710510,8.309712407752250,0.1357573935338920
250,0.001,0.10114962949409100,7.830196247212470,0.020421080475304000
251,0.4106353434275370,0.4057291370445150,8.208722800842070,0.1434806235156700
252,0.09835992348697910,4.690279706909100,8.561852349027210,0.6301062618971470
253,0.3677026807321000,0.5768228671762230,9.021858863181170,0.7601175087663030
254,0.001,0.8424138916085160,7.839644339313960,0.3140943420627710
255,0.4147803252661220,0.21020053175519900,9.1595545074063,0.049232696615482600
256,0.001,0.40343939307335900,8.123466127475790,0.03868933918914910
257,0.001,0.7866949579268110,8.113157695978640,0.012230828654480300
258,1.4996809790951200,0.16199034830699500,8.517016437909370,0.015472920677832000
259,0.34154789588461300,0.7892608945502640,8.628425861524530,0.4106652997521560
260,0.0431437939514245,0.5333782812758320,7.3332624529111100,0.7914098835265430
261,0.0816091038256565,1.8006569418878800,8.304302448446610,0.955657386991266
262,0.039720076645134900,0.4828395436398650,7.698034100793000,0.17545936693153100
263,0.11974288589724800,0.2501008832762530,7.12105805611654,0.5941156441662080
264,0.012832115311968900,0.4644985478383380,8.361889336319330,0.5611061506196130
265,0.001,0.5907823115524540,7.7243560830870800,0.19407029403299300
266,0.001,0.43281916377802700,7.810147707971320,0.22398875923584300
267,0.12316131139837100,0.6315933648885110,8.581045620814560,0.5249083489339910
268,0.12197628917952500,0.8702672528114610,9.03185415395161,1.0045800128411100
269,0.04564998914046900,0.5251476552509870,8.480739662158010,0.5207545010346460
270,0.34699844227035300,0.18208878420589300,8.372795278758180,1.0501658024868100
271,0.168600263776353,1.1044333728120900,8.402169546710780,0.7110808897312230
272,0.3727690580589990,0.4413688397483470,8.077012797765140,0.5131395569534950
273,0.198726910808185,0.4336179946777130,7.988233924237890,0.1953805809713060
274,0.07410818969201580,0.6449405585269100,8.289140059060900,0.2575286418063330
275,0.001,1.0151540586533400,8.194794643404790,0.4534785818473780
276,0.001,1.1569644317424400,8.835941595149400,0.4362730672407420
277,0.8707931991762990,0.5334637333244690,8.352380807005390,0.051519881202147300
278,0.001,1.5604309198758100,7.773245933977640,0.5309848441005770
279,0.01793365727353410,0.1140097336072710,7.088887678475260,0.011014616189049700
280,0.09760842431898090,0.12175016186030800,8.199093024771340,0.01543807676037410
281,0.001,0.7632449216043780,7.101968607999150,0.2136389493287150
282,0.3356453127861170,0.8177583830645550,9.147009372572730,1.027866372222880
283,0.2938232430729580,0.7503517426131670,8.059350228470840,0.1848756086393620
284,0.22234274570863500,1.0347393184967400,8.750717366320160,0.7736494309591640
285,0.001,0.42004208570543300,7.479884067945580,0.0703557389322499
286,0.1664175860195230,3.9382942179884900,8.75023579368769,1.0310692780055800
287,0.0074017808262436300,0.3800475110967470,7.476296229570790,0.12826030812251400
288,0.001,0.9396070944081540,8.068854327655630,0.509455685050032
289,0.14380375906897300,0.2661171795442480,7.82000214192897,0.07742332133279900
290,0.001,1.5169753316854000,8.10783511574924,0.4174693759118570
291,0.120153614853933,0.21415065241423900,8.108692872194860,0.04985976030587860
292,0.057358016299057200,0.25569155180429300,8.227204583948100,0.1281535118399910
293,0.03581380019380470,0.4473627182350720,8.522997876652700,0.16152738951948100
294,0.001,2.162309220607170,8.316404780332810,3.241497636034310
295,0.17708923845579200,0.550159690861784,8.179146549349040,0.18669674038917800
296,0.6979724856961490,0.11052821496247500,9.033679934035930,0.06714170049107140
297,0.06905305651867300,1.1962138288996400,7.877744017802370,0.6171611133297850
298,0.2622152882376180,0.30558108307827500,9.022541972116670,0.25239898851883200
299,0.05305090584378990,0.7867951215646160,8.613131428365590,0.14355655392589400
300,0.001,0.23186222601825700,7.8659479593283100,0.0900487647024813
301,0.8686577352325400,0.19262009111964800,8.071414857304240,0.41337561101790200
302,0.001,1.114493526957270,8.364544136487010,0.7005699488231730
303,0.001,1.0919265732283200,8.857157533352260,0.451374039172846
304,0.001,0.6635198296925300,8.71549504966427,0.4127037062728820
305,0.001,0.7715774518998770,8.507605535844870,0.4199766950771550
306,0.001,0.5211164484819140,7.845364640731380,0.06562492575277400
307,0.014770177668286300,0.5160887096113650,8.05630350534824,0.3279922144251490
308,0.002764163165648140,0.4548528792443720,8.097844896743740,0.18573433855443900
309,0.23294821207581200,0.5621323322948020,8.119427605329790,0.12311515599664400
310,0.09438824155578840,0.3516366012099830,8.021896545729030,0.2592207353897150
311,0.10875197455249800,1.4761104959614500,8.786141248921300,0.754141898274196
312,0.001,0.18758985794630900,8.241506527957970,0.07751077263476410
313,0.0015041393506293900,1.036526385670360,8.860786334250260,0.26933728895586500
314,0.18363934502127400,0.2083043792083990,8.546937854957370,0.1036944458847170
315,0.0838927677789461,0.9164340152531050,7.754349182245770,9.58331238906614
316,0.001,0.35746060964359900,8.726002092237600,0.23649075381072400
317,0.02400916003951070,0.5757911626819320,8.30656131010828,0.16170430477818100
318,0.001,2.2346076341968700,7.806358187363050,1.203004499974360
319,0.001,0.9879398431624490,7.756350884980500,0.2150798251819330
320,0.12562568431501800,0.5549931340329450,7.602167535396920,0.3960561244271440
321,1.5551112580483100,0.6115017681993920,9.552785472192330,0.3478526585892590
322,0.3261995938605270,0.3038229672859600,8.493345626087070,1.277076767956710
323,1.3176414014126600,0.2884270505306350,9.490791583738050,0.02176414260537000
324,0.14720424242584000,0.5044315232086560,8.426758519934560,0.10962292930877000
325,0.2897293039540520,0.6116167550577020,8.903826694290220,0.3492658546766840
326,0.11055544577701200,0.3748374804351190,8.149479659557920,0.1266951441486310
327,0.003357587680486280,0.904863013954888,8.537862284651340,0.4723466531261680
328,0.02446590780425400,0.4300040933836220,7.31406622268387,0.3168637289773240
329,0.5457899486297110,0.12607398152017600,9.71846181749134,0.0329659454223283
330,1.6520946522029800,0.16011604187597300,9.647928125999690,0.01860104887759300
331,0.0003176412915251860,0.6988485097881940,7.613506520910890,0.16773541197292200
332,0.6055189252602020,1.901229728296340,10.781740347323500,0.27512131181574700
333,0.4285000666214050,0.9294648355714970,9.25217971798858,0.32431021203081700
334,0.009863124654111540,0.8437894440521940,8.101546811835560,0.4445780251817410
335,0.09853368639311500,0.8824947870893840,8.050284781038420,0.4344843009419380
336,0.001,0.14232648445282500,7.605343534546450,0.12206582828134400
337,0.7301643884783380,0.2989389044917120,9.651681898114770,0.16136386433565700
338,0.001,0.625315739976048,8.41349545740093,0.1931034381253760
339,0.001,0.2287591906648180,8.986144935889480,0.31724643264722700
340,0.048571652790261500,1.4832197450825600,7.970887347878510,0.4263285574716950
341,0.18517655584599100,0.4729767623843280,7.80661599217416,0.15104775625216900
342,0.9087358015007410,0.15788566367728300,8.03977576322333,0.13597488004895900
343,0.4488366085933860,0.9695899520408250,7.907534356813600,0.23563191836842000
344,0.1007956639006770,0.14215603942572900,7.821262603623680,0.025766655299274900
345,0.040453127943016100,0.838620919665996,7.978621752713110,0.011781780812895100
346,0.17418566690143200,0.8950781789481150,8.264658636005940,0.2571491740107810
347,0.005526374750563720,1.033247376753030,8.57417279609575,0.8518751864276760
348,0.001,0.7419134847785910,7.933363859383730,0.13837385800171400
349,0.23583851212195200,0.4278835535838280,8.238511505841460,0.11484485825227200
350,0.2926551951881020,0.460041877169278,9.440168397977160,0.1204619235081870
351,0.5274055990117030,0.17173531387402200,9.616593850456840,0.06770296317266500
352,0.09548000511342910,0.4708579631802520,7.623020269822530,0.20149248813104500
353,0.1934781234327830,0.32770710500967500,7.907833448514620,0.17457696856366000
354,0.11092246934267000,0.6109858682694020,8.256488983542690,0.2538958551001850
355,0.9326342382229610,0.11664568943086200,9.554816245111990,0.04794650068765040
356,0.02444223344683750,0.9658053760865770,8.470061652319960,0.4036555491775780
357,0.8017418815176140,1.1440664375331700,8.421054771901590,6.130462766429940
358,0.7310070245817910,0.7185163391296600,9.79501732599423,0.6574649591310650
359,0.1862643050463280,1.0523326413517300,8.65727417613686,6.753458704232570
360,0.001,0.2733445271990620,7.694044699128860,0.010727651562433700
361,0.4161114300928530,0.608328919405102,8.000104748911270,0.015253427036838700
362,0.13955429415183200,0.5255492615466160,8.010488663913390,0.1600222927152540
363,0.3487129880007760,0.5930589846154670,8.368539632939550,0.24011265520190700
364,0.114184092494036,0.6430747224013490,8.142172834885220,0.4858989186568970
365,0.33907545337770100,2.1966260508236500,8.201419352376210,1.6794877392612300
366,0.001,0.270893271788969,7.741911766544210,0.010422821157052000
367,0.04682212592283820,0.7268397394265710,8.542997865081020,0.6093352441847590
368,0.012743777812285300,0.6387746764288750,8.533292787612530,0.31690922029954900
369,0.021958705157337300,1.9827634162658200,8.454669507355570,0.6997516796839650
370,0.12908645858098300,2.6022349557648600,7.884508293132590,0.667957285720558
371,0.013012683481834400,0.9318155211819700,8.123479959046780,0.5206353275710270
372,0.023872857944898300,2.1911343006865200,8.704998277586770,1.4809556423635200
373,0.07578766295142770,0.5059480069104160,8.593133490372270,0.4074229735203300
374,0.001,0.8160273028133960,8.145820438460330,0.19701356239192400
375,0.14435407859464000,0.6466348818883130,8.043224844672290,0.1094688385507
376,0.062478327233386200,2.2893425227632000,8.495882179892780,3.1034815568405600
377,1.4434653558757800,0.24006586272889900,9.685098464070870,0.024269639460922000
378,0.001,2.602460688334650,8.143694540363470,1.4258827781837000
379,0.024719148541136000,0.33522476879201100,8.112434730824320,0.02318266013378610
380,0.001,0.44080915922491600,8.158467422609130,0.1290602780973450
381,0.0874506555831627,0.3665341001220630,8.010741304919530,0.030559698343642700
382,0.001,0.4733327189852350,7.934660143031420,0.2738529567255700
383,0.001,1.0032114946200800,7.266581093140660,0.3207730772121700
384,0.0818299791459455,1.206860116755300,8.791213765299900,0.74340229399112
385,0.3719231160879470,0.31545528510669500,8.581592274926010,0.3181135974132140
386,0.001,0.5967933915306490,7.9090957075660800,0.033299313441297600
387,0.018704159805664500,2.9210520136491800,8.49988777322736,2.1238486198340300
388,0.4448627794914120,0.4734230326618560,8.662337589197810,0.10005346040432300
389,0.347477275560392,1.940245085622350,7.700433839416960,0.4337670977360850
390,0.08096130510565590,1.1687141915475500,8.099603640356610,0.37553277395735500
